年月日,曜日,降雪量合計(cm),降雪量合計(cm)-現象なし情報,降雪量合計(cm)-品質情報,降雪量合計(cm)-均質番号,天気概況(昼：06時～18時),天気概況(昼：06時～18時)-品質情報,天気概況(昼：06時～18時)-均質番号,降水量の合計(mm),降水量の合計(mm)-現象なし情報,降水量の合計(mm)-品質情報,降水量の合計(mm)-均質番号,平均気温(℃),平均気温(℃)-品質情報,平均気温(℃)-均質番号,最高気温(℃),最高気温(℃)-品質情報,最高気温(℃)-時分,最高気温(℃)-時分-品質情報,最高気温(℃)-均質番号,最低気温(℃),最低気温(℃)-品質情報,最低気温(℃)-時分,最低気温(℃)-時分-品質情報,最低気温(℃)-均質番号,日照時間(時間),日照時間(時間)-現象なし情報,日照時間(時間)-品質情報,日照時間(時間)-均質番号,最深積雪(cm),最深積雪(cm)-現象なし情報,最深積雪(cm)-品質情報,最深積雪(cm)-時分,最深積雪(cm)-時分-現象なし情報,最深積雪(cm)-時分-品質情報,最深積雪(cm)-均質番号,平均風速(m/s),平均風速(m/s)-品質情報,平均風速(m/s)-均質番号,平均蒸気圧(hPa),平均蒸気圧(hPa)-品質情報,平均蒸気圧(hPa)-均質番号,平均湿度(％),平均湿度(％)-品質情報,平均湿度(％)-均質番号,最小相対湿度(％),最小相対湿度(％)-品質情報,最小相対湿度(％)-時分,最小相対湿度(％)-時分-品質情報,最小相対湿度(％)-均質番号,天気概況(夜：18時～翌日06時),天気概況(夜：18時～翌日06時)-品質情報,天気概況(夜：18時～翌日06時)-均質番号,最大風速(m/s),最大風速(m/s)-品質情報,最大風速(m/s)-時分,最大風速(m/s)-時分-品質情報,最大風速(m/s)-風向,最大風速(m/s)-風向-品質情報,最大風速(m/s)-均質番号,合計全天日射量(MJ/㎡),合計全天日射量(MJ/㎡)-品質情報,合計全天日射量(MJ/㎡)-均質番号,最大瞬間風速(m/s),最大瞬間風速(m/s)-品質情報,最大瞬間風速(m/s)-時分,最大瞬間風速(m/s)-時分-品質情報,最大瞬間風速(m/s)-風向,最大瞬間風速(m/s)-風向-品質情報,最大瞬間風速(m/s)-均質番号,最多風向(16方位),最多風向(16方位)-品質情報,最多風向(16方位)-均質番号,平均現地気圧(hPa),平均現地気圧(hPa)-品質情報,平均現地気圧(hPa)-均質番号,平均海面気圧(hPa),平均海面気圧(hPa)-品質情報,平均海面気圧(hPa)-均質番号,最低海面気圧(hPa),最低海面気圧(hPa)-現象なし情報,最低海面気圧(hPa)-品質情報,最低海面気圧(hPa)-時分,最低海面気圧(hPa)-時分-現象なし情報,最低海面気圧(hPa)-時分-品質情報,最低海面気圧(hPa)-均質番号,平均雲量(10分比),平均雲量(10分比)-品質情報,平均雲量(10分比)-均質番号
2021/1/17,日,1,0,8,1,曇後みぞれ時々雨,8,1,16.0,0,8,1,1.8,8,1,4.1,8,2021/1/17 13:01,8,1,0.3,8,2021/1/17 06:04,8,1,0.5,0,8,1,44,0,8,,,,1,1.9,8,1,6.5,8,1,93,8,1,82,8,2021/1/17 11:02,8,1,みぞれ時々曇一時雪,8,1,6.9,8,2021/1/17 16:35,8,西南西,8,1,5.22,8,1,12.4,8,2021/1/17 16:29,8,西,8,1,南南西,8,1,1016.2,8,1,1018.4,8,1,1015.6,0,8,2021/1/17 13:20,0,8,1,,0,1
2021/1/18,月,6,0,8,1,みぞれ時々雪一時曇、雷を伴う,8,1,20.0,0,8,1,1.5,8,1,4.5,8,2021/1/18 23:43,8,1,0.2,8,2021/1/18 07:06,8,1,0.3,0,8,1,49,0,8,,,,1,2.7,8,1,6.3,8,1,93,8,1,66,8,2021/1/18 22:39,8,1,みぞれ後雪時々曇、雷を伴う,8,1,8.3,8,2021/1/18 21:13,8,西南西,8,1,3.31,8,1,16.6,8,2021/1/18 22:52,8,西北西,8,1,南東,8,1,1014.9,8,1,1017.1,8,1,1013.3,0,8,2021/1/18 17:57,0,8,1,,0,1
2021/1/19,火,5,0,8,1,雪時々曇,8,1,7.5,0,8,1,1.0,8,1,3.6,8,2021/1/19 00:01,8,1,-1.2,8,2021/1/19 21:39,8,1,0.3,0,8,1,53,0,8,,,,1,3.2,8,1,5.2,8,1,80,8,1,60,8,2021/1/19 14:20,8,1,雪時々曇,8,1,6.8,8,2021/1/19 03:25,8,西北西,8,1,4.99,8,1,13.7,8,2021/1/19 01:06,8,北西,8,1,北,8,1,1024.3,8,1,1026.5,8,1,1015.8,0,8,2021/1/19 00:13,0,8,1,,0,1
2021/1/20,水,0,1,8,1,曇時々晴,8,1,0.5,0,8,1,0.8,8,1,4.9,8,2021/1/20 12:40,8,1,-1.8,8,2021/1/20 23:29,8,1,7.5,0,8,1,53,0,8,,,,1,1.7,8,1,5.0,8,1,80,8,1,45,8,2021/1/20 13:40,8,1,晴,8,1,4.0,8,2021/1/20 13:57,8,北北東,8,1,12.84,8,1,6.3,8,2021/1/20 13:54,8,北北東,8,1,南,8,1,1029.2,8,1,1031.4,8,1,1029.2,0,8,2021/1/21 0:00,0,8,1,,0,1
2021/1/21,木,0,1,8,1,晴時々曇,8,1,0,1,8,1,2.6,8,1,10.4,8,2021/1/21 14:51,8,1,-3.1,8,2021/1/21 07:12,8,1,9.2,0,8,1,50,0,8,,,,1,2.5,8,1,5.8,8,1,80,8,1,51,8,2021/1/21 13:42,8,1,曇一時晴後みぞれ時々雨,8,1,4.5,8,2021/1/21 22:12,8,南南西,8,1,13.10,8,1,7.2,8,2021/1/21 20:16,8,南南東,8,1,南南西,8,1,1023.8,8,1,1026.0,8,1,1021.8,0,8,2021/1/21 22:29,0,8,1,,0,1
2021/1/22,金,0,1,8,1,雨,8,1,3.5,0,8,1,4.2,8,1,7.0,8,2021/1/22 13:45,8,1,2.7,8,2021/1/22 04:28,8,1,0.0,0,8,1,47,0,8,,,,1,1.9,8,1,7.9,8,1,95,8,1,84,8,2021/1/22 00:48,8,1,霧時々曇後雨、みぞれを伴う,8,1,5.1,8,2021/1/22 10:20,8,南,8,1,4.02,8,1,6.4,8,2021/1/22 10:14,8,南,8,1,南南西,8,1,1018.2,8,1,1020.4,8,1,1018.6,0,8,2021/1/22 14:27,0,8,1,,0,1
2021/1/23,土,0,1,8,1,雨,8,1,12.0,0,8,1,3.2,8,1,4.4,8,2021/1/23 14:22,8,1,2.2,8,2021/1/23 05:52,8,1,0.0,0,8,1,43,0,8,,,,1,1.0,8,1,7.7,8,1,100,8,1,100,8,2021/1/24 0:00,8,1,雨、みぞれを伴う,8,1,2.7,8,2021/1/23 22:02,8,南,8,1,2.21,8,1,3.9,8,2021/1/23 21:57,8,南,8,1,南,8,1,1017.1,8,1,1019.3,8,1,1018.1,0,8,2021/1/23 21:41,0,8,1,,0,1
2021/1/24,日,0,1,8,1,雨時々曇,8,1,5.0,0,8,1,3.5,8,1,4.9,8,2021/1/24 15:49,8,1,2.0,8,2021/1/24 05:48,8,1,0.0,0,8,1,41,0,8,,,,1,1.1,8,1,7.8,8,1,99,8,1,94,8,2021/1/24 12:50,8,1,曇時々雨後霧一時晴,8,1,2.5,8,2021/1/24 15:29,8,南,8,1,3.27,8,1,4.0,8,2021/1/24 15:21,8,南,8,1,南,8,1,1018.8,8,1,1021.0,8,1,1017.6,0,8,2021/1/24 04:17,0,8,1,,0,1
2021/1/25,月,0,1,8,1,霧後晴時々曇,8,1,0,1,8,1,4.7,8,1,11.0,8,2021/1/25 15:10,8,1,1.1,8,2021/1/26 0:00,8,1,7.4,0,8,1,38,0,8,,,,1,1.6,8,1,7.5,8,1,89,8,1,58,8,2021/1/25 15:12,8,1,晴、霧を伴う,8,1,3.4,8,2021/1/25 13:51,8,北北西,8,1,12.54,8,1,5.4,8,2021/1/25 13:43,8,北北西,8,1,南,8,1,1024.4,8,1,1026.6,8,1,1024.4,0,8,2021/1/25 01:42,0,8,1,,0,1
2021/1/26,火,0,1,8,1,曇後一時雨,8,1,11.5,0,8,1,6.9,8,1,13.5,8,2021/1/26 15:08,8,1,-0.2,8,2021/1/26 05:11,8,1,4.6,0,8,1,35,0,8,,,,1,3.4,8,1,7.6,8,1,79,8,1,37,8,2021/1/26 12:06,8,1,雨、霧を伴う,8,1,7.7,8,2021/1/26 15:17,8,南南東,8,1,9.64,8,1,11.6,8,2021/1/26 18:39,8,南東,8,1,南南東,8,1,1017.3,8,1,1019.4,8,1,1012.9,0,8,2021/1/26 23:34,0,8,1,,0,1
2021/1/27,水,0,1,8,1,雨一時晴後曇,8,1,12.0,0,8,1,7.0,8,1,11.3,8,2021/1/27 12:39,8,1,3.9,8,2021/1/28 0:00,8,1,1.4,0,8,1,27,0,8,,,,1,2.9,8,1,8.5,8,1,84,8,1,65,8,2021/1/27 12:37,8,1,曇時々晴一時雨,8,1,6.1,8,2021/1/27 14:15,8,北,8,1,6.66,8,1,12.1,8,2021/1/27 14:09,8,北北東,8,1,北,8,1,1015.1,8,1,1017.2,8,1,1013.1,0,8,2021/1/27 00:02,0,8,1,,0,1
2021/1/28,木,0,1,8,1,曇時々晴,8,1,4.0,0,8,1,3.7,8,1,8.1,8,2021/1/28 23:08,8,1,0.2,8,2021/1/28 07:27,8,1,0.1,0,8,1,22,0,8,,,,1,2.1,8,1,6.7,8,1,85,8,1,63,8,2021/1/28 23:09,8,1,×,8,1,8.2,8,2021/1/28 23:18,8,西,8,1,4.94,8,1,14.7,8,2021/1/28 23:13,8,西,8,1,南南東,8,1,1008.9,8,1,1011.0,8,1,1003.7,0,8,2021/1/28 22:59,0,8,1,,0,1
2021/1/29,金,7,0,8,1,×,8,1,12.0,0,4,1,1.9,8,1,4.9,8,2021/1/29 00:01,8,1,0.0,8,2021/1/29 23:53,8,1,0.7,0,8,1,26,0,8,,,,1,4.3,8,1,5.0,8,1,72,8,1,51,8,2021/1/29 06:50,8,1,×,8,1,8.1,8,2021/1/29 12:55,8,西北西,8,1,4.96,8,1,16.4,8,2021/1/29 10:48,8,西北西,8,1,西北西,8,1,1011.2,8,1,1013.4,8,1,1006.7,0,8,2021/1/29 00:04,0,8,1,,0,1
2021/1/30,土,1,0,8,1,×,8,1,13.0,0,4,1,1.5,8,1,4.5,8,2021/1/30 14:03,8,1,-0.4,8,2021/1/30 05:50,8,1,1.9,0,8,1,27,0,8,,,,1,2.1,8,1,5.7,8,1,84,8,1,60,8,2021/1/30 13:41,8,1,×,8,1,6.0,8,2021/1/30 02:56,8,北西,8,1,7.94,8,1,12.2,8,2021/1/30 01:56,8,北北西,8,1,南南東,8,1,1021.4,8,1,1023.6,8,1,1019.8,0,8,2021/1/30 00:04,0,8,1,,0,1
2021/1/31,日,0,1,8,1,×,8,1,3.0,0,4,1,3.4,8,1,8.3,8,2021/1/31 12:58,8,1,0.1,8,2021/2/1 0:00,8,1,6.9,0,8,1,23,0,8,,,,1,2.2,8,1,6.3,8,1,82,8,1,49,8,2021/1/31 13:40,8,1,×,8,1,4.9,8,2021/1/31 15:52,8,北北西,8,1,12.56,8,1,7.6,8,2021/1/31 15:04,8,北北西,8,1,南,8,1,1027.2,8,1,1029.4,8,1,1024.7,0,8,2021/1/31 00:04,0,8,1,,0,1
2021/2/1,月,0,1,8,1,×,8,1,7.5,0,4,1,5.3,8,1,11.4,8,2021/2/1 12:03,8,1,-1.3,8,2021/2/1 05:13,8,1,1.9,0,8,1,20,0,8,,,,1,3.9,8,1,6.6,8,1,75,8,1,25,8,2021/2/1 11:11,8,1,雨,8,1,8.0,8,2021/2/1 11:24,8,南南東,8,1,7.10,8,1,12.6,8,2021/2/1 11:03,8,南南東,8,1,南南東,8,1,1018.9,8,1,1021.0,8,1,1012.7,0,8,2021/2/1 23:56,0,8,1,,0,1
2021/2/2,火,1,0,8,1,雨時々曇、雷を伴う,8,1,31.5,0,8,1,5.3,8,1,8.9,8,2021/2/2 11:30,8,1,1.5,8,2021/2/2 23:36,8,1,0.2,0,8,1,15,0,8,,,,1,2.7,8,1,8.0,8,1,89,8,1,69,8,2021/2/2 11:32,8,1,みぞれ時々雨,8,1,6.5,8,2021/2/2 13:51,8,北西,8,1,2.72,8,1,13.1,8,2021/2/2 13:44,8,西北西,8,1,南東,8,1,1013.0,8,1,1015.1,8,1,1012.1,0,8,2021/2/2 05:40,0,8,1,,0,1
2021/2/3,水,2,0,8,1,雪時々曇後みぞれ,8,1,16.5,0,8,1,1.9,8,1,3.8,8,2021/2/3 12:22,8,1,0.8,8,2021/2/3 03:43,8,1,0.7,0,8,1,13,0,8,,,,1,2.1,8,1,6.3,8,1,90,8,1,69,8,2021/2/3 12:25,8,1,みぞれ後時々曇一時雪,8,1,4.9,8,2021/2/3 07:17,8,北西,8,1,4.70,8,1,10.7,8,2021/2/3 07:59,8,北北西,8,1,南南東,8,1,1019.2,8,1,1021.4,8,1,1017.0,0,8,2021/2/3 00:14,0,8,1,,0,1
2021/2/4,木,0,1,8,1,みぞれ時々雪一時雨、雷を伴う,8,1,5.0,0,8,1,2.8,8,1,5.0,8,2021/2/4 17:01,8,1,0.6,8,2021/2/4 05:36,8,1,0.0,0,8,1,13,0,8,,,,1,2.6,8,1,6.0,8,1,81,8,1,53,8,2021/2/4 18:45,8,1,みぞれ時々曇一時雪,8,1,5.4,8,2021/2/4 15:50,8,西北西,8,1,1.92,8,1,10.0,8,2021/2/4 15:32,8,北西,8,1,南東,8,1,1018.5,8,1,1020.7,8,1,1018.2,0,8,2021/2/4 08:00,0,8,1,,0,1
2021/2/5,金,1,0,8,1,曇時々晴一時みぞれ,8,1,1.5,0,8,1,4.0,8,1,9.1,8,2021/2/5 15:51,8,1,0.6,8,2021/2/5 04:09,8,1,3.8,0,8,1,13,0,8,,,,1,2.6,8,1,6.8,8,1,85,8,1,58,8,2021/2/5 16:08,8,1,曇,8,1,5.6,8,2021/2/5 15:13,8,東南東,8,1,10.32,8,1,7.7,8,2021/2/5 18:32,8,南東,8,1,南,8,1,1019.2,8,1,1021.4,8,1,1018.0,0,8,2021/2/6 0:00,0,8,1,,0,1
2021/2/6,土,0,1,8,1,晴時々曇,8,1,0.0,0,8,1,7.6,8,1,14.2,8,2021/2/6 13:55,8,1,2.7,8,2021/2/6 06:27,8,1,7.5,0,8,1,9,0,8,,,,1,2.3,8,1,7.4,8,1,73,8,1,42,8,2021/2/6 15:26,8,1,曇一時雨後霧時々晴,8,1,4.3,8,2021/2/6 15:20,8,西南西,8,1,12.95,8,1,7.0,8,2021/2/6 15:12,8,西,8,1,南南西,8,1,1013.8,8,1,1015.9,8,1,1013.6,0,8,2021/2/6 14:18,0,8,1,,0,1
2021/2/7,日,0,1,8,1,雨時々霧後曇、雷を伴う,8,1,3.0,0,8,1,5.9,8,1,10.3,8,2021/2/7 13:03,8,1,2.8,8,2021/2/7 07:02,8,1,0.8,0,8,1,3,0,8,,,,1,2.4,8,1,8.3,8,1,89,8,1,75,8,2021/2/7 17:46,8,1,雨時々曇一時晴後一時みぞれ,8,1,5.5,8,2021/2/7 10:18,8,北北西,8,1,3.82,8,1,10.0,8,2021/2/7 10:13,8,北西,8,1,北,8,1,1013.9,8,1,1016.0,8,1,1014.4,0,8,2021/2/7 13:10,0,8,1,,0,1
2021/2/8,月,3,0,8,1,雪時々曇一時みぞれ,8,1,8.5,0,8,1,2.2,8,1,4.7,8,2021/2/8 12:34,8,1,0.3,8,2021/2/8 17:57,8,1,0.7,0,8,1,3,0,8,,,,1,3.7,8,1,5.9,8,1,82,8,1,57,8,2021/2/8 12:27,8,1,雪時々曇、みぞれを伴う,8,1,7.0,8,2021/2/8 20:09,8,北北西,8,1,7.94,8,1,14.8,8,2021/2/8 19:24,8,北北西,8,1,北,8,1,1015.3,8,1,1017.5,8,1,1014.4,0,8,2021/2/8 03:13,0,8,1,,0,1
